dispute_id,reason_code,reason_code_label,card_network,dispute_amount,currency,transaction_date,days_to_dispute,product_category,shipping_method,delivery_confirmed,has_delivery_proof,ip_geolocation_match,avs_cvv_match,customer_account_age_days,customer_prior_disputes,customer_prior_orders,has_customer_correspondence,has_3ds_authentication,evidence_needed,outcome
DSP-000599,13.1,Merchandise Not Received,Visa,18658.49,INR,2026-08-29,26,toys,pickup,True,True,True,both_match,462,1,3,False,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-001439,4863,Cardholder Does Not Recognize,Mastercard,2002.13,INR,2026-08-29,36,home,same_day,True,True,False,neither,112,0,0,False,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_lost
DSP-001409,4853,Cardholder Dispute - Defective,Mastercard,475.11,INR,2026-08-29,12,sports,pickup,True,True,True,both_match,12,0,6,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-000053,4863,Cardholder Does Not Recognize,Mastercard,1174.59,INR,2026-08-29,19,sports,standard,True,False,False,neither,67,0,5,False,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_won
DSP-001794,10.4,Fraud - Card Absent,Visa,1811.66,INR,2026-08-29,63,toys,standard,True,True,True,avs_only,587,1,3,True,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-003185,4853,Cardholder Dispute - Defective,Mastercard,828.38,INR,2026-08-29,2,health,express,True,True,True,cvv_only,767,0,6,True,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-001748,13.1,Merchandise Not Received,Visa,152.75,INR,2026-08-29,77,fashion,standard,True,True,True,both_match,35,0,11,False,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-003893,4853,Cardholder Dispute - Defective,Mastercard,394.95,INR,2026-08-29,63,books,pickup,True,True,True,both_match,196,0,4,True,False,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-003830,13.1,Merchandise Not Received,Visa,861.82,INR,2026-08-29,8,books,pickup,True,True,True,both_match,861,0,6,False,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-002309,4853,Cardholder Dispute - Defective,Mastercard,1084.79,INR,2026-08-29,3,beauty,express,True,True,True,neither,34,0,9,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-004941,13.1,Merchandise Not Received,Visa,1177.75,INR,2026-08-29,39,health,pickup,True,True,True,avs_only,1,0,4,False,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-003476,4853,Cardholder Dispute - Defective,Mastercard,789.14,INR,2026-08-29,20,fashion,same_day,True,True,True,both_match,9,0,9,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-002667,4837,No Cardholder Authorization,Mastercard,29000.41,INR,2026-08-29,61,toys,standard,False,False,True,cvv_only,104,0,0,False,True,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-004948,4837,No Cardholder Authorization,Mastercard,1457.26,INR,2026-08-29,16,sports,express,True,True,True,neither,173,0,3,False,True,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-003129,13.6,Credit Not Processed,Visa,4985.26,INR,2026-08-29,11,fashion,standard,True,True,False,both_match,517,0,12,True,False,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-001945,4855,Goods or Services Not Provided,Mastercard,1506.04,INR,2026-08-29,18,beauty,standard,True,False,True,both_match,124,0,5,False,False,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-003885,10.5,Fraud - Counterfeit,Visa,582.28,INR,2026-08-29,56,electronics,standard,False,False,False,both_match,123,1,5,False,True,"['emv_chip_data', 'pin_verification']",merchant_lost
DSP-003417,4860,Credit Not Processed (MC),Mastercard,729.14,INR,2026-08-29,11,grocery,standard,True,True,True,cvv_only,154,0,4,False,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-004244,10.4,Fraud - Card Absent,Visa,667.75,INR,2026-08-29,47,home,pickup,True,True,False,neither,251,0,2,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_won
DSP-000527,10.4,Fraud - Card Absent,Visa,933.72,INR,2026-08-29,3,sports,same_day,True,False,False,neither,143,0,2,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-004489,13.1,Merchandise Not Received,Visa,378.11,INR,2026-08-29,2,automotive,standard,True,True,True,both_match,269,0,4,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-001074,10.5,Fraud - Counterfeit,Visa,2724.23,INR,2026-08-29,3,health,pickup,True,True,True,neither,16,1,4,False,False,"['emv_chip_data', 'pin_verification']",merchant_lost
DSP-002126,4860,Credit Not Processed (MC),Mastercard,879.48,INR,2026-08-29,10,beauty,same_day,True,False,True,both_match,143,0,5,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-003408,4855,Goods or Services Not Provided,Mastercard,485.2,INR,2026-08-29,11,electronics,pickup,True,True,True,avs_only,60,0,6,True,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_lost
DSP-001313,4860,Credit Not Processed (MC),Mastercard,636.32,INR,2026-08-29,1,sports,standard,True,True,True,both_match,55,0,8,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-004044,4853,Cardholder Dispute - Defective,Mastercard,2558.06,INR,2026-08-29,3,health,same_day,True,True,True,both_match,318,2,5,True,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_lost
DSP-001769,13.1,Merchandise Not Received,Visa,5010.22,INR,2026-08-29,36,home,express,True,True,True,cvv_only,51,0,4,False,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-000937,13.1,Merchandise Not Received,Visa,213.43,INR,2026-08-29,4,beauty,express,True,True,True,both_match,320,0,1,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-001975,10.5,Fraud - Counterfeit,Visa,2097.31,INR,2026-08-29,70,sports,pickup,True,False,False,neither,1,1,1,False,False,"['emv_chip_data', 'pin_verification']",merchant_lost
DSP-002979,4853,Cardholder Dispute - Defective,Mastercard,556.94,INR,2026-08-29,0,grocery,express,True,True,True,both_match,63,0,7,False,False,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-003383,10.4,Fraud - Card Absent,Visa,3608.99,INR,2026-08-29,19,electronics,same_day,False,False,False,neither,334,1,2,True,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-001870,13.1,Merchandise Not Received,Visa,616.31,INR,2026-08-29,7,electronics,same_day,True,True,True,both_match,43,0,10,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-002882,10.5,Fraud - Counterfeit,Visa,1536.12,INR,2026-08-29,88,beauty,standard,True,True,True,both_match,61,0,3,False,False,"['emv_chip_data', 'pin_verification']",merchant_won
DSP-000838,13.1,Merchandise Not Received,Visa,4231.29,INR,2026-08-29,35,grocery,same_day,True,True,True,both_match,300,0,5,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-002219,13.1,Merchandise Not Received,Visa,323.51,INR,2026-08-29,20,grocery,pickup,True,True,True,avs_only,426,0,2,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-004642,10.5,Fraud - Counterfeit,Visa,10310.85,INR,2026-08-29,5,home,pickup,False,False,False,avs_only,216,0,3,False,True,"['emv_chip_data', 'pin_verification']",merchant_won
DSP-004826,13.6,Credit Not Processed,Visa,3578.25,INR,2026-08-29,13,books,standard,True,True,True,both_match,105,0,7,False,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-001985,4853,Cardholder Dispute - Defective,Mastercard,3905.88,INR,2026-08-29,4,beauty,pickup,True,True,False,neither,58,0,11,True,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_lost
DSP-000173,4855,Goods or Services Not Provided,Mastercard,143.58,INR,2026-08-29,14,toys,pickup,False,False,True,neither,9,0,5,True,False,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-003787,4860,Credit Not Processed (MC),Mastercard,3744.11,INR,2026-08-29,1,toys,pickup,True,True,True,cvv_only,218,0,7,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-003292,4855,Goods or Services Not Provided,Mastercard,990.17,INR,2026-08-29,1,toys,same_day,True,True,True,both_match,687,0,6,False,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-001838,4863,Cardholder Does Not Recognize,Mastercard,1935.45,INR,2026-08-29,5,toys,standard,False,False,True,neither,56,1,1,False,True,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_lost
DSP-000050,10.4,Fraud - Card Absent,Visa,13173.65,INR,2026-08-29,22,electronics,standard,False,False,False,both_match,140,1,2,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-002654,4860,Credit Not Processed (MC),Mastercard,5727.19,INR,2026-08-29,27,grocery,pickup,True,True,True,both_match,261,0,4,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-000658,13.1,Merchandise Not Received,Visa,2065.63,INR,2026-08-29,6,fashion,same_day,True,True,True,both_match,183,0,9,True,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-004537,4853,Cardholder Dispute - Defective,Mastercard,454.02,INR,2026-08-29,59,health,same_day,False,False,True,both_match,87,0,7,True,False,"['product_description', 'quality_cert', 'customer_comms']",merchant_lost
DSP-004375,10.4,Fraud - Card Absent,Visa,200.2,INR,2026-08-29,19,toys,same_day,False,False,True,neither,74,1,0,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-001585,10.5,Fraud - Counterfeit,Visa,747.38,INR,2026-08-29,23,grocery,express,True,True,False,neither,172,0,0,False,False,"['emv_chip_data', 'pin_verification']",merchant_lost
DSP-000089,4853,Cardholder Dispute - Defective,Mastercard,422.63,INR,2026-08-29,2,books,standard,True,True,True,both_match,85,0,4,True,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-000677,10.4,Fraud - Card Absent,Visa,187.29,INR,2026-08-29,8,beauty,express,False,False,False,neither,151,1,3,True,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-004690,13.3,Not as Described,Visa,9708.57,INR,2026-08-29,36,health,standard,False,False,False,both_match,31,0,4,False,True,"['product_description', 'customer_comms', 'return_policy']",merchant_won
DSP-000887,4863,Cardholder Does Not Recognize,Mastercard,4374.17,INR,2026-08-29,114,fashion,pickup,False,False,True,cvv_only,13,0,2,True,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_won
DSP-000289,4837,No Cardholder Authorization,Mastercard,2069.08,INR,2026-08-29,23,beauty,same_day,True,True,True,cvv_only,44,1,3,False,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-000104,13.1,Merchandise Not Received,Visa,2595.48,INR,2026-08-29,59,home,same_day,True,True,True,both_match,63,1,6,False,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-002831,4853,Cardholder Dispute - Defective,Mastercard,498.99,INR,2026-08-29,3,home,express,False,False,True,both_match,160,0,7,True,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_lost
DSP-001321,4837,No Cardholder Authorization,Mastercard,12754.63,INR,2026-08-29,3,fashion,express,False,False,False,neither,141,1,2,True,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-004255,13.1,Merchandise Not Received,Visa,960.0,INR,2026-08-29,9,home,standard,True,True,True,both_match,568,0,6,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-004823,4863,Cardholder Does Not Recognize,Mastercard,1457.1,INR,2026-08-29,22,grocery,express,True,False,True,both_match,12,0,1,False,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_lost
DSP-000064,4855,Goods or Services Not Provided,Mastercard,2614.65,INR,2026-08-29,8,automotive,pickup,True,False,True,both_match,283,1,4,True,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_lost
DSP-002958,4860,Credit Not Processed (MC),Mastercard,1068.89,INR,2026-08-29,6,fashion,standard,True,True,True,both_match,103,0,2,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-003281,4863,Cardholder Does Not Recognize,Mastercard,1455.21,INR,2026-08-29,31,electronics,pickup,True,False,False,neither,296,0,4,False,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_won
DSP-001234,4855,Goods or Services Not Provided,Mastercard,793.83,INR,2026-08-29,49,toys,express,True,True,True,both_match,205,1,9,True,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-000312,4837,No Cardholder Authorization,Mastercard,1138.19,INR,2026-08-29,43,grocery,express,True,True,True,avs_only,272,1,3,True,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_won
DSP-000400,4860,Credit Not Processed (MC),Mastercard,2336.01,INR,2026-08-29,13,grocery,standard,True,True,True,both_match,38,0,8,True,False,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-003223,4853,Cardholder Dispute - Defective,Mastercard,866.08,INR,2026-08-29,13,grocery,pickup,True,True,True,cvv_only,60,0,6,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_lost
DSP-001457,13.3,Not as Described,Visa,4667.16,INR,2026-08-29,6,books,same_day,True,True,True,neither,504,0,7,True,True,"['product_description', 'customer_comms', 'return_policy']",merchant_won
DSP-000576,4853,Cardholder Dispute - Defective,Mastercard,1406.21,INR,2026-08-29,1,health,standard,True,True,False,both_match,257,0,6,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_lost
DSP-003664,4837,No Cardholder Authorization,Mastercard,3253.6,INR,2026-08-29,18,electronics,pickup,True,False,True,avs_only,83,0,4,False,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-000083,4863,Cardholder Does Not Recognize,Mastercard,279.24,INR,2026-08-29,99,books,pickup,False,False,False,both_match,87,0,0,False,True,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_won
DSP-003314,13.6,Credit Not Processed,Visa,672.75,INR,2026-08-29,3,toys,pickup,True,True,True,avs_only,252,0,9,False,False,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-000911,13.6,Credit Not Processed,Visa,7740.48,INR,2026-08-29,54,automotive,standard,True,True,True,both_match,85,0,6,False,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-002994,10.5,Fraud - Counterfeit,Visa,620.06,INR,2026-08-29,10,electronics,express,True,True,True,neither,5,2,1,False,False,"['emv_chip_data', 'pin_verification']",merchant_won
DSP-002850,13.1,Merchandise Not Received,Visa,402.95,INR,2026-08-29,3,sports,express,False,False,True,both_match,67,0,8,False,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-002593,4837,No Cardholder Authorization,Mastercard,7044.62,INR,2026-08-29,15,home,pickup,True,False,False,neither,301,0,0,False,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-004326,4860,Credit Not Processed (MC),Mastercard,375.95,INR,2026-08-29,4,books,standard,True,False,True,both_match,886,0,4,False,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-002355,10.4,Fraud - Card Absent,Visa,4326.8,INR,2026-08-29,21,books,same_day,False,False,False,neither,93,0,1,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-003486,4837,No Cardholder Authorization,Mastercard,2713.67,INR,2026-08-29,9,sports,same_day,False,False,True,cvv_only,324,0,1,False,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-001353,4860,Credit Not Processed (MC),Mastercard,1753.77,INR,2026-08-29,39,home,same_day,True,True,True,neither,15,0,5,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-003423,4863,Cardholder Does Not Recognize,Mastercard,2488.07,INR,2026-08-29,7,health,same_day,True,True,True,both_match,15,0,1,True,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_lost
DSP-003045,4853,Cardholder Dispute - Defective,Mastercard,704.23,INR,2026-08-29,2,sports,same_day,True,True,True,cvv_only,17,0,10,True,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-001078,4855,Goods or Services Not Provided,Mastercard,333.86,INR,2026-08-29,27,grocery,same_day,True,False,True,both_match,22,0,3,False,False,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-001729,10.4,Fraud - Card Absent,Visa,319.8,INR,2026-08-29,5,health,same_day,True,False,True,both_match,77,0,2,False,True,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_won
DSP-003583,4837,No Cardholder Authorization,Mastercard,5377.66,INR,2026-08-29,44,beauty,standard,False,False,False,neither,62,0,2,False,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-001922,4853,Cardholder Dispute - Defective,Mastercard,2953.08,INR,2026-08-29,18,grocery,pickup,True,True,True,both_match,73,0,6,True,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-003969,13.1,Merchandise Not Received,Visa,702.09,INR,2026-08-29,18,health,same_day,True,True,True,both_match,64,0,6,False,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-002369,4837,No Cardholder Authorization,Mastercard,679.1,INR,2026-08-29,7,beauty,pickup,False,False,False,neither,98,1,1,True,True,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-004621,4855,Goods or Services Not Provided,Mastercard,247.3,INR,2026-08-29,2,electronics,pickup,True,True,True,both_match,684,0,7,False,False,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-002200,13.3,Not as Described,Visa,183.15,INR,2026-08-29,1,grocery,pickup,False,False,True,both_match,674,0,6,False,True,"['product_description', 'customer_comms', 'return_policy']",merchant_lost
DSP-003895,4837,No Cardholder Authorization,Mastercard,3112.67,INR,2026-08-29,14,automotive,same_day,False,False,True,both_match,87,0,3,True,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-003073,10.4,Fraud - Card Absent,Visa,3304.76,INR,2026-08-29,11,home,same_day,False,False,True,cvv_only,107,0,2,False,True,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-001159,13.6,Credit Not Processed,Visa,3302.62,INR,2026-08-29,6,fashion,standard,True,True,True,cvv_only,202,0,3,False,False,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-003058,13.3,Not as Described,Visa,1258.58,INR,2026-08-29,14,books,pickup,True,False,True,both_match,104,1,8,False,True,"['product_description', 'customer_comms', 'return_policy']",merchant_lost
DSP-003603,4855,Goods or Services Not Provided,Mastercard,150.35,INR,2026-08-29,1,health,pickup,True,True,True,both_match,861,0,7,False,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-004631,13.6,Credit Not Processed,Visa,2730.76,INR,2026-08-29,0,fashion,standard,True,True,True,both_match,353,1,7,False,False,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-002642,4860,Credit Not Processed (MC),Mastercard,614.34,INR,2026-08-29,10,automotive,express,True,True,True,both_match,124,0,6,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-002275,4853,Cardholder Dispute - Defective,Mastercard,163.28,INR,2026-08-29,20,automotive,express,True,True,True,both_match,347,0,3,True,False,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-002790,13.6,Credit Not Processed,Visa,1102.14,INR,2026-08-29,40,home,pickup,True,False,True,both_match,431,1,4,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-002869,4855,Goods or Services Not Provided,Mastercard,192.96,INR,2026-08-29,4,beauty,same_day,True,True,True,both_match,290,0,7,False,False,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-004905,4863,Cardholder Does Not Recognize,Mastercard,2345.19,INR,2026-08-29,97,books,pickup,True,True,False,both_match,163,0,0,False,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_lost
DSP-003656,13.1,Merchandise Not Received,Visa,415.63,INR,2026-08-29,6,beauty,same_day,True,True,False,both_match,51,0,6,True,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-001041,4853,Cardholder Dispute - Defective,Mastercard,218.57,INR,2026-08-29,3,automotive,same_day,True,False,True,both_match,154,1,5,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_lost
DSP-001883,10.4,Fraud - Card Absent,Visa,567.99,INR,2026-08-29,52,sports,pickup,True,True,False,avs_only,205,2,0,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_won
DSP-000827,13.6,Credit Not Processed,Visa,476.83,INR,2026-08-29,8,grocery,same_day,True,True,True,both_match,174,0,7,True,False,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-001574,10.4,Fraud - Card Absent,Visa,11893.0,INR,2026-08-29,75,automotive,express,False,False,False,neither,1,2,4,False,True,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-003333,13.6,Credit Not Processed,Visa,1182.31,INR,2026-08-29,13,health,same_day,True,True,True,both_match,379,1,8,False,False,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-004951,4863,Cardholder Does Not Recognize,Mastercard,11014.99,INR,2026-08-29,46,toys,express,True,False,True,avs_only,205,0,3,False,False,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_lost
DSP-003140,10.4,Fraud - Card Absent,Visa,6111.12,INR,2026-08-29,65,books,express,False,False,True,cvv_only,165,0,3,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-000964,13.6,Credit Not Processed,Visa,1060.98,INR,2026-08-29,10,sports,standard,True,True,True,both_match,35,0,4,True,False,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-003229,4853,Cardholder Dispute - Defective,Mastercard,622.55,INR,2026-08-29,1,toys,express,True,True,True,both_match,371,0,6,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-003242,4860,Credit Not Processed (MC),Mastercard,2349.11,INR,2026-08-29,0,health,pickup,True,True,True,both_match,328,0,11,False,False,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-002068,4853,Cardholder Dispute - Defective,Mastercard,5932.04,INR,2026-08-29,15,sports,pickup,True,False,True,both_match,653,0,3,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-001288,10.4,Fraud - Card Absent,Visa,490.57,INR,2026-08-29,7,home,same_day,False,False,False,neither,14,1,2,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-002268,4855,Goods or Services Not Provided,Mastercard,1059.88,INR,2026-08-29,22,sports,standard,True,True,False,avs_only,59,1,8,True,False,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-003798,4855,Goods or Services Not Provided,Mastercard,3331.99,INR,2026-08-29,1,sports,standard,True,False,False,both_match,144,0,4,True,False,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-003497,13.1,Merchandise Not Received,Visa,932.37,INR,2026-08-29,14,health,express,True,True,True,avs_only,196,0,6,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_lost
DSP-001521,13.3,Not as Described,Visa,835.07,INR,2026-08-29,54,beauty,standard,True,True,True,both_match,50,0,7,False,False,"['product_description', 'customer_comms', 'return_policy']",merchant_won
DSP-001123,13.3,Not as Described,Visa,302.08,INR,2026-08-29,15,health,standard,False,False,False,both_match,89,0,9,True,True,"['product_description', 'customer_comms', 'return_policy']",merchant_won
DSP-000958,4860,Credit Not Processed (MC),Mastercard,899.1,INR,2026-08-29,0,sports,same_day,False,False,True,avs_only,137,0,9,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-002198,4853,Cardholder Dispute - Defective,Mastercard,2482.17,INR,2026-08-29,19,fashion,standard,True,True,True,both_match,770,0,2,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-001516,13.1,Merchandise Not Received,Visa,2003.52,INR,2026-08-29,3,books,pickup,False,False,True,both_match,4,0,5,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_lost
DSP-001824,10.4,Fraud - Card Absent,Visa,4898.51,INR,2026-08-29,75,fashion,express,True,False,False,avs_only,7,0,0,False,False,"['avs_cvv', 'ip_match', 'delivery_proof', 'device_fingerprint']",merchant_lost
DSP-003539,13.1,Merchandise Not Received,Visa,688.51,INR,2026-08-29,1,sports,standard,True,True,True,both_match,630,0,2,True,False,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_won
DSP-004260,4863,Cardholder Does Not Recognize,Mastercard,1329.25,INR,2026-08-29,0,toys,same_day,True,True,True,cvv_only,5,0,1,True,True,"['billing_descriptor', 'customer_comms', 'ip_match']",merchant_won
DSP-003645,13.6,Credit Not Processed,Visa,472.04,INR,2026-08-29,2,fashion,same_day,False,False,True,both_match,141,0,6,True,False,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-004913,13.1,Merchandise Not Received,Visa,2031.23,INR,2026-08-29,1,books,same_day,True,True,True,neither,216,0,7,True,True,"['shipping_confirmation', 'delivery_proof', 'tracking_url']",merchant_lost
DSP-002025,4837,No Cardholder Authorization,Mastercard,1543.92,INR,2026-08-29,89,electronics,pickup,True,True,False,neither,28,0,1,False,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_won
DSP-004545,4853,Cardholder Dispute - Defective,Mastercard,1993.15,INR,2026-08-29,37,toys,pickup,True,True,True,both_match,228,0,4,False,True,"['product_description', 'quality_cert', 'customer_comms']",merchant_won
DSP-000016,4855,Goods or Services Not Provided,Mastercard,996.13,INR,2026-08-29,2,home,standard,True,True,True,both_match,137,1,5,False,True,"['shipping_confirmation', 'delivery_proof', 'signed_receipt']",merchant_won
DSP-001597,4837,No Cardholder Authorization,Mastercard,531.27,INR,2026-08-29,8,automotive,standard,False,False,False,neither,199,0,1,False,False,"['3ds_authentication', 'avs_cvv', 'ip_match']",merchant_lost
DSP-001949,4860,Credit Not Processed (MC),Mastercard,1430.93,INR,2026-08-29,0,electronics,express,True,False,True,both_match,419,0,5,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_lost
DSP-003317,4860,Credit Not Processed (MC),Mastercard,2108.2,INR,2026-08-29,23,books,pickup,True,True,True,cvv_only,119,0,7,False,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-003168,13.6,Credit Not Processed,Visa,288.95,INR,2026-08-29,3,beauty,express,True,False,True,avs_only,171,0,6,True,True,"['refund_receipt', 'refund_arn', 'policy_terms']",merchant_won
DSP-003975,13.3,Not as Described,Visa,3393.66,INR,2026-08-29,7,beauty,express,True,True,True,both_match,69,0,8,True,False,"['product_description', 'customer_comms', 'return_policy']",merchant_won
